Timestamp,Age ,Gender,Educational Background,"Do you regularly use AI tools (e.g., ChatGPT, Grammarly)","If yes, how often?",What tasks do you use AI for? ,"On a scale of 1–5, how dependent do you feel on AI?","Without using AI, write a paragraph :
""If the internet disappeared tomorrow, how would your life change?""
Please write without AI assistance. This helps us measure natural creativity and mental effort.",Were you aware that AI could generate write-ups?,How mentally tiring was the task?,How confident are you in your originality?,Were you tempted to use AI while writing?,Do you feel AI has reduced your own creativity?
2025/11/03 10:03:37 PM GMT+5:30,19,Female,Undergraduate,Yes,Multiple times a day,Writing;Research;Brainstorming,3,"Life will feel very overwhelming,stressful and out of control.Even though it will feel uneasy at first but with time we will adapt to live without internet and eventually feel more peaceful.",yes,3,6,No,yes
2025/11/04 8:59:53 PM GMT+5:30,26,Female,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Brainstorming,3,"It actually would feel like a recharge moment, as there are lot of things that the Internet takes care of so basically we are dependent on it which comes with it’s own pros and cons. I feel the life will take a turn as it will come up with it’s own way to fulfil everything.",No,,5,No,yes
2025/11/05 12:01:05 PM GMT+5:30,52,Female,Postgraduate / PhD,Yes,A few times a week,Writing;Research,5,I think now life becomes difficult wiyhout AI,yes,2,10,No,yes
2025/11/05 12:03:01 PM GMT+5:30,52,Female,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Brainstorming,5,Seems life too disappeared ,yes,1,8,No,yes
2025/11/05 11:25:37 PM GMT+5:30,21,Male,Undergraduate,Yes,Once a day,Writing;Research,2,"If internet disappeared tomorrow, it would drastically change our lives. No internet, no social media, everything would just stop. Systems will crash, people will be disconnected, society and economies will fall.",yes,5,10,No,no
2025/11/07 2:03:28 PM GMT+5:30,21,Male,Undergraduate,Yes,Rarely,Research,4,A,,,,,maybe
2025/11/07 2:06:14 PM GMT+5:30,2,Male,Undergraduate,Yes,Rarely,Research,5,Simar said so we fill the form,yes;No,1,5,No,Maybe
2025/11/07 2:12:34 PM GMT+5:30,12,Male,Undergraduate,No,Rarely,Nothing,3,I won't be able to masturbate as I am heavely dependent on porn. If porn disapperaed from my life I will be raping girls as my friend nitin do. I will become like him. I think most people watch porn for their self satisfaction but without porn self satisfaction will be difficult and I will rape girls. Follow my friend nitin!!!,yes,7,10,No,yes
2025/11/07 4:53:39 PM GMT+5:30,21,Female,Postgraduate / PhD,Yes,Multiple times a day,Writing;Research;Coding;Brainstorming,3,It would be difficult for us to live,yes,7,8,Yes,no
2025/11/08 8:53:01 PM GMT+5:30,54,Female,Graduate,Yes,Multiple times a day,Writing;Research,5,Cannot write it properly ,yes,10,10,Yes,Maybe
